label,tweet
love,"Udah maghrib, aku shalat dulu ya.. Seperti biasa akan ku sebut namamu dalam do'a ku, kali ini aku akan lebih bersungguh-sungguh meminta dan memohon kepada-Nya untuk kesembuhan dan kesehatanmu serta kebahagiaanmu. Aku sayang kamu   #GetWellSoonLeeteuk"
love,"Mamah adalah sumber kasih sayang, mengasuh dan memberi tanpa batas. Mamahlah yang selalu berjaga dan terjaga dikala malam hari. Yg selalu menemani, mengajarkan berjuang"
fear,"Bagian terseram, caraka malam ditengah hutan belantara. Udah gausah dibayangin, asli serem. Disuruh jalan, disuruh apalin sandi panjang banget, ditengah dikasih masalah, ditengah sama akhir ada pocong2an, belum lewatin parit, tanpa penerangan apapun. Kacau asli. "
sadness,"Tengah ddk baca replies dkt bwh ni, tiba2 air mata mengalir... Benda yang paling seram adalah menjadi ibubapa... kita xkn tahu satu perkataan yang dtg daripada parents boleh memberi kesan seumur hidup"
anger,"Biji lu dia nolak, imam mata duitan kok lu percaya dia nolak?? Sdh mata duitan mesum pula, yang gigit jari pendukungnya yang Tolol"
anger,"Makin gede makin gampang filter temen, kalo yang tiap diajak jalan selalu ribet nanya ini itu tapi akhirnya dia yang nggak ikut dengan berbagai alasan, ya nggak usah diajak lagi."
sadness,"Di hari keterbatasan ini, apa yang kamu pelajari? Derasnya harus kita hadapi, tidak mudah menjalani cerita ini. Di hari keterbatasan ini, ambil semangat hati. Semua yang kamu percayai, menuntun langkahmu pulang disini"
anger,"Anjir. Kenapa apkl gojek harus ada nomor telp nya. Udah kek bpjs aja no telp wajib, ga sekalian tuh wajib nama orangtua biar bisa ijab qobul-_-"
anger,"Sudah terjadikah ? Islam ya islam ,tidak usah ditambahi dan dikurangi JANGAN SAMPAI SALAH PILIH GURU ,JIKA IA MASIH MENGHALALKAN MUSIK ,ROKOK DAN RIBA !!!! DAN AKAN TERLIHAT JELAS MANA"
fear, dikasih minyak tawon gitu perhari nya nanti dibiarin sampe mateng nah kalo udah baru tuh diletusin biar darah kotor nya keluar semua gitu ngeri....
happy,"Kagum sih sama dia. She's younger than me, badannya kecil kek anak smp sekarang mimpin satu cabang besar isi 80 orang dan cabangnya one of the best di region banten"
anger, Bullshit! Mereka semua. #Rakyat yang akan sebagai #Penentu . Nasib #Indonesia bukan pada para tokoh #elit maupun tokoh #Parpol tapi ada pada kekuatan Rakyat
anger,"  Kaya gini mau nyaleg..? Uda dapet korupsi berapa M, masih kurang.....?? Jadi inget ama yang nyolong ampli mushola... Sebanding ga harga ampli ama yang di korupsi TAUFIK...? Kalau mencuri ampli yang harganya ga seberapa di BAKAR HID"
anger,Padahal yang lain senyum ramah lohh sama fansnya. cuma kamu sendiri yang agak angkuh!! Rodo ngadoh piee ngono nek tidak rasakne sumpah wagu mas polahmu
happy, Nggg.... bagus sih... kayak video iklan pariwisata... tehnik editing sinematografi blablablablabla lah pokokmen juara banget t...tapi ... ya udah. Gitu doang. Kurang berasa personal.
love,selamaaaat paaaagi menjelang siang sayang kuuu semangat hari ini jaga kesehatan aku sayang kamuI love u bby 
fear," Aku gak salah bila mohon pada , segera Perintahkan MENKES utk menambah Ruangan Khusus ""Sakit Jiwa"" pada stiap Rmh Sakit. Sbab, tidak menutup kemungkinan, USAI PILPRES, stiap Rmh Sakit akan dibanjiri Pasien ""Sakit Jiwa"". Tanda2 kearah sana it"
happy,Thank you for your wishes guys.. Sebagian Alhamdulillah sudah kesampaian..(TerimaKasih Ya Allah) . . . . #throwback #nadyaandriwedding
anger,sama.adiknya juga tuh si lita aku ga mau akrab2 lagi coz mama aku benci banget sm dia maklum mama aku sodara keluarganya ada keturunan saraf jadi yah gitu kebanyakan yang jahat sialan dengki sm aku emg sodara mama gw
happy,"Sebuah Keindahan Diatas keindahan, Apabila Aku Bisa Menikmati Puncak Itu bersamamu.. auftttt"
sadness,"Baru tau, ada suami yang segitu cemburuannya. Isterinya ada tanda bekas digigit nyamuk, dituduh abis dicupang orang lain... "
sadness,"Sudah berumur seperti ini aku masih ditanyakan cita-cita apa, tidak jawab Di usia sekarang ini saya sudah mengerti tentang adanya privilege di masyarakat yang banyak tidak saya miliki, bisa memenuhi kebutuhan sehari-hari di masa mendatang sudah cukup"
happy,Yanga namanya pertemanan pasti ada suka-dukanya. Dan disinilah kita belajar dan berproses bersama. grumpytard minoruliciouces #friendship_goals
love,"Adalah bapak yang setia mendampingi ibu. Adalah bapak yang terus berusaha melucu bikin ibu ketawa. Adalah bapak yang masih menganggap anak 24 tahun ini masih kecil. Adalah bapak yang paling cemburu ketika ada laki2 datang ke gadisnya. Luar biasa ya. Cinta sekali, bapak"
anger,Hahaha HRS dapat wahyu ? dari setan bukan dari Alloh      
happy,"Buat hiburan, baca ini deh trus lanjut baca twit2 receh di #OldMoneyGakNgerasain . Ternyata hidupque tidak lebih dari remah rangginang. Macam manusia yang makan Di kiefsi doang oge meni hayang pamer di story hahaha . Aque maloo   "
happy,"Liat show terakhir stun deh, lincah bet... Curiga pas bayi ga dibedong tuh opa Mick RT :  sex nya itu Den yang bikin muda terus"
fear,"4. Takut Takut, nanti kalo diputusin gimana? Kalo diselingkuhin gimana? Kalo diporotin gimana? Kalo malah diajak ke KUA gimana? Gimanaaa? GIMANAA??! Ya pokok nya banyak lah ketakutan ketakutan lainnya."
sadness,Ada temen minta gue rekomen dia buat masuk kantor gue. Ya gimana dia kaga siang kaga malem WA-an mulu. Kalah gue yang fangirl dan emak2. Gimana mau rekomen. Kerjanya kapan orang begini.
sadness,"Watch this. Ini yang sulit aku bahasakan ke tman2 pergerakan. Inti nya, pandang cadar sebagai pilihan. Terlepas dia cocok dengan budaya kita ato tidak. Krn kita muslim(ah). Ini : toleransi. "
sadness,Ini lho yang mengiris hatiku!! Masih tega buang sampah plastik sembarangan? Masih males mengurangi pemakaian plastik kresek & plastik kemasan lain? #BijakBerplastik 
fear,"Perginya diantar sama teman, gak bawa HP. Udah janjian biar dijemput jam setengah 2. Krna sayanya ketiduran, dan yang jemput gak nongol2, bingung mau gmna. Akhirnya jalan kaki 2 km siang bolong. Ngeri kali lahh~~ vanashh syekaleh vemirsyahh"
anger,"Tidak sepakat, dan anda menyesatkan orang lain. Tidak disemua tempat kita boleh melaksanakan sholat, salah satunya di bangunan yang didirikan untuk kekafiran (salah satunya gereja). Aku berlindung kepada ALLAAH SWT. dari godaan setan yang terkutuk"
anger,"        Zon jangan lihat bajunya saja,sekali-sekali pegang burungnya,liar atau jinak????"
love,Tetap disini.. Jangan biarkan aku sepi sendiri.. Izinkan aku selalu bersamamu.. Dalam ikatan yang direstui semesta.. Aku sayang kamu separuh hatiku
happy,"Rencana #bedahrumahibuiriyani,trimksh bpk/ibu atas bantuan dan dukungannya,smg langkah kecil ini berjalan sesuai rencana#timpedulitimka. "
love,"Wah habis kegiatan yah. Hati"" dijalannya yah. Iya udah di rumah ini siap utk istirahat. Km juga istirahat yang cujup yah, cicil tidur di mobil aja ge... Hehe "
anger," saya kalau pakai internet banking full site dari handphone, untuk transfer ke sesama rekening bca, ""appli 2"" masih bisa, ""appli 1"" masih bisa, tapi untuk tekan tombol ""lanjut"" / ""kirim"" ga bisa. Memang dana tidak terkirim, tapi akhirnya saya haru"
anger," anda darimana ? maukah walikota anda keluar dari a.c di bonceng motor traika, dateng ke lokasi BOM. KALAU GA PUNYA JIWA BONEK, GA MUNGKIN MAU. ANDA MENGKRITIK DPR MPR TAPI TANGAN ANDA MENJABAT MEREKA, DAN TUBUH ANDA MEMBUNGKUK PD MEREKA AG"
happy,Untunge mereka tanggung jawab (kasih kaos ganti) setelah diguyur air kadi korban keisengan temen2   aisjogja aisjateng_plat_h
sadness, Mungkin sampaikan kepada gubernur jakarta dulu supaya trotoar utk pejalan kaki dirapikan dulu bukan dijadikan tempat utk berdagang. Saya sering jalan kaki di sepanjang satrio tapi pedestrian sungguh kurang nyaman.
sadness,"Nangis dipundak kamu, boleh? Aku pilu, sungguh."
happy,Aku hamil sama abang! Masa hamil sama setan? Aku hamil sama abang! Masa hamil sama siluman?~~ Dan playlist ini ternyata sering keputer di radio mobil setiap pagi berangkat school haha #HamilSamaSetan
happy,"saat ini lebih ngerasa pgn manfaatin waktu sebaik-baiknya. kalau msh bisa pulang tepat waktu, ya pulang, biar bisa buka di rumah brg keluarga. karena moment ini priceless bgttt."
anger,bikin orang kesal saja
anger," Eh seriusan dia ga dijepang lg? Udh abis kontrak atau gimana? Halah dia mah emg gitu, semua artis kpop disosor sama dia. Gila ya, ga sayang apa dia duitnya dihambur2-in buat hal2 gajelas. Bukannya ngatur cuma dia itu keliatan banget pamernya."
anger,"Apakah Anda setuju  adalah partai TONG KOSONG NYARING BUNYINYA, berisik tapi miskin manfaat. Yang setuju RT ... #2019GantiPresiden"
love,"Dulu.... dulu banget, naksir temen SD inisialnya SR wkwk kdg suka ngukir nama di buku diary EDASR. Trs pernah berdoa minta jodoh sama dia waktu ketemu lagi pas lulus SMA. Eh gak disangka inshaAllaah jodohnya sama SR jugak. Walaupun beda orang *akibat doa yang spesifik*"
happy,"Akan ada satu hari, kau yang ikhlas di hujat, fitnah, adu domba.. melangkah ringan di hari perhitungan. Krn hukuman di terima di dunia dg semua ikhlas terima kejahatan mrk padamu. Dan urusan mrk, biar Allah yang tangani saja"
sadness,gerah perjalanan jauh
sadness," Aku tidak mudah mencintai bilang cinta tapi mengapa kini denganmu aku jatuh cinta,tapi jika kalau belum jodoh aku bisa apa - Menyimpan rasa /devano danendra"
fear,"Gue mau cerita kalo dia ini bisa akrab juga sama susin yang cuma 2 bulanan aja kerja. Kayaknya itu sudah akrab bgt, kayak temen sekolah aja. Dan saat itu gue tahu gimana kpribadian susin sbnernya. Si D ini, kalo gue perhtiin, ngeri juga ya kalau diajak ngobrol."
happy,"btw doa restu orang tua itu emang gilingan ya... pas udah mentok nyari literatur tambahan, nemu aja dong di RUMAH. padahal dari kemarin udah panik kudu mesen dari banyumas  apakah ini berkah ramadan "
anger,"Punya sahabat cowo 2 nih, tapi sering nya ga konsisten terus sering bohong lagi. Kenapa sih? Udah berkali2 dimarahin karna sering bohong tapi ga mempan2 juga. Apa kodratnya suka bohong apa gimana?"
anger,"Jaman itu harga komoditi booming, harga minyak bumi berapa? Membandingkan itu harus apple to apple. Dgn pertumbuhan segitu tapi proyek2 pada mangkrak! "
sadness,"Ijazah mendadak nyelip tu, langsung tiba2 kebayang perjuangan dikampus, penelitian, skripsi, de el el. Emang ya kudu gak ada dulu, baru berasa."
anger,Siapa bilang kafir gabung sama khilafah bro jangan alihkan isu anda itu siapa penyelundup dari kaum bumidatar se-olah2 pro Pancasila  
anger,"Kami punya cara kami sendiri untuk berdamai dengan diri kami lewat jalan komedi, kalau ada yang punya cara berbeda, apa berhak membuat kami bungkam? Padahal kami tidak mengusik cara yang mereka percayai."
sadness,"Rambut diacak acak kagak suka, hati diacak acak dibiarin aja."
love,Nge gua cinta sama lo ngelebihin cinta githa sama lo. Love you nge. Temen gua yang bisa dampingin gua sampai saat ini. Curhatan gua sampai saat ini. Walaupun no solution. Hati gua senyum kalau lo yang ngomong.
sadness,"biasanya marketing itu yang ngejar2 cust ya? tapi aku kebalik lhooo, aku yang dikejar2 cust muluu,,,sampe kdg2 cari cara, gmn ini caranya nolak"
fear,aku takut dngn smua bnda.. ap y bkl trjadi ap y tgh tjadi kat sekeliling aku.. aku takut dngn diri sndiri.. hate this feeling.. just wanna die rn.. fml
anger,Dari kasusnya mang kosim dengan mba VV ini msh banyak dr sesama perempuan yang gak menganggap sexual harassment itu sebagai ancaman malah justru dpt victim blaming. saya jadi semakin paham ternyata perempuan itu jauh lebih julit & jauh lebih judgemental ke sesama perempuan.
fear,"Ya tau kalo rasa sakit hati memamg sulit, tapi ada kala nya saat di jenjang rumah tangga jangan lah di publikan situasi saat ini...media itu jahat enggak menyelesaikan masalah dengan terlontarnya kata demi kata"
fear,"Kalo ada yang menganggap big is beauty, terus kami mikir, big is awal mula berbagai penyakit. Sah-sah aja lah. Kalo tersinggung, jangan-jangan emang ga yakin sama kepercayaannya? Mau setuju tapi udah terlanjur."
anger,     Donggo2 inilah yang sebenarnya pemecah belah NKRI kenapa tidak di tindak mana BPIP..
sadness,"Jadi hmmm.. kalo ada dua orang sama-sama sudah siap untuk menjalin hubungan yang serius, masing-masing dikecewakan oleh pasangannya. terus mereka memutuskan untuk mencoba bersama, tapi masing-masing masih belum bisa melupakan pasangannya itu... Itu gimanayaa?"
happy,"(1) #Ramadan hai tweeps, lewat sini aku pengen cerita nih yah tentang ramadan yang penuh berkah. Ini kali pertama aku ramadan dengan situasi seperti ini dan sangat berkesan utk aku pribadi Sehari sebelum ramadan aku diajak jadi penyiar di studio Yayasan Masy Muslim Freeport Indo"
anger,"Indonesia baik baik saja kok brisik amat ya Di kampung2 orang2 yang kalian ""jual"" susah, miskin, dan sejenisnya nyatanya biasa saja Masih pada merokok tidak berubah... Tagarmu makan sendiri ya... HAHAHAAHA"
sadness,"Aku dong pernah ditolak sama: -CARGLOSS -NUTRIFOOD -PROPAN -BI -FORISA -BERLICO -CANTIK JELITA (ini yang paling sakit krn cuman masalah shift yang belom tentu ADA) Aku tabah kok, Tuhan."
anger,"Lha bknnya elu imam cabul dibelain ama 7jt orang tolol lho, kebayang kan betapa begonya manusai model kau takut ga msk surga??"
sadness,"Sebenernya badan ini kurang sehat dibawa makan susah, keringet dingin dari pagi tapi dibawa sehat untuk d'bawel apalagi ada acha. karna janji sudah lama. Udh ke toilet 5x ditahan kalo gak ditahan bakal lebih, hmmm."
fear, Pasti mimpi kali item ya om. Emang serem sih apalagi dipakein jaring. Ga kebayang mahkluk apa yang tiba2 akan nongol karena tambah pekat.
happy,"Sebenarnya ga kaget juga sih, krn setahu aku sebelum Jorge Lorenzo pindah ke Ducati, Honda dikabarkan ngebet banget pengen dapetin Jorge ... Akhirnya kesampaian deh ... Good luck deh buat jagoan aku .... "
fear,Kalo ada luka terbuka juga lbh gede tuh peluang menularnya.. misal luka terbuka karena dicukur.. nah alat cukurnya kan gak pernah di steril .. ekok serem yak #DeteksiDiniHepatitis 
happy," Oppa kenal yang kyungie charain ga? Tak kenal maka tidak sayang, makan nya sini kenalan sama kyungie dan ngobrol sama kyungie. Pasti kita cocok, kyungie bakal lakuin terbaik sebisa kyungie kalo ke verif. Makannya oppa verif kyungie j"
anger,jijik anat nak angkat call kau..jijik tau tidak jijik...
anger,"Di Instagram hits, hype parah, terkece lah, followers banyak cakep cakep lagi, bikin story rajin. tapi giliran stok foto dia abis larinya ke gue, ngajak hunting sana sini kan anying ya lu pikir gengsi dibawa mati"
fear,"Baca2 tentang vaksin di akun ini kok serem kali yaa. Ayuka vaksin terus sesuai jadwal padahal. Tapi kalo kandungan vaksin semenyeramkan yang dijabarkan di akun ini, kok was was jg. Tega kali orang2 di belakang... "
happy,"Ramai, itukah dirimu? Kurasa memang iya, namun ramaimu tidak menimbulkan kebisingan melainkan terciptanya sebuah kenyamanan bagimu dan bagi orang2 d sekitarmu"
anger,sbnrnya aku tau mama gw.tuh si daniel aja disetujuin kalau aku pingin nikah ama bule ttep asal bulenya dia tau keliatan dpn mata dia .tapi daniel kan kalau mau sm aku juga mau numpang hidup doang woii ga deh amit2 7 turunan ga deh jangan geer lo daniel aku ga bakal milih lo aku mau cari duda mapan
happy,ngakak ane liatnya wkwk
sadness,maaf jika saya bolak balik reply mohon bantu share.maaf jika kalian anggap itu nyampah.anjing ini sangat berarti bagi saya...maaf kalo terdengar lebay dan dramatis tapi anjing saya ini bener baik dan setia.makanya saya sayang banget sm dia. sekali lagi maaf yang merasa terganggu
sadness,"Hati yang sakit dan merasa tersakiti oleh perbuatan oranglain, sesungguhnya sedang tersakiti oleh diri sendiri. Hanya karena besar marahnya, besar egonya, maka besar kecendrungan untuk menyalahkan orang lain"
anger,Partai merah ini kan ideologi dasarnya tidak mengakui adanya akherat.Masih sejalan dengan Pancasila kah?.Yak apa pak prof  mnjelaskannya.Sila pertama jelas tidak nyambung dengan partai merah. 
anger,"Rupiah jatuh anjlok ramai menyalah-nyalahkan pemerintah, gilirah rupiah naik menguat mereka mingkem. Sekarang anggota DPR menyalah-nyalahkan polisi, pas bom meledak salahkan pemerintah lagi. #GituAjaTerus sampai gue jadi Sekjend PBB"
anger,"Samin rasis sudah tua pikun sudah tidak punya rasa sehingga lupa statemenya melampui Tuhan . nggugu karsane priyonggo , Gonjak ganyuk ngelingsemi ....."
fear,"Itulah kenapa tiap2 mau nulis inggris selalu cek dulu ke kamus. Tp meskipun dah dicek, seringnya ku hapus lagi masih takut salah grammar"
fear,"Jadi aku suka baca komen pembaca dalam setiap kisah seram, lagi terhibur . Antaranya kata xboleh tidor terpikir-pikir, xberani pergi tandas punye takut, kalau duk hostel kwan cerita hantu memang tidor peluk member. Nak kencing pun tahan sampai subuh. Ini level ketakutan kita."
anger, saya rasa pantas anda dicemooh oleh orang banyak karena kalau anda mau dihargai maka hargai pembalap lain terutama yang sudah jauh lebih senior dari anda
anger,Rejeki itu pas mau masuk parkiran diserobot mobil lain padahal jam2nya parkiran penuh. Maklum lah biar kalo ada yang kosong bisa dapet duluan. Eehh pas depan pintu masuk banget ada mobil lagi parkir mau keluar &amp
happy,"Besok padahal UAS statmat tapi berdoanya bukan buat UAS xixixi Karena aku bersyukur negeri ini damai, sehingga aku diberi kesempatan terus mencari ilmu di jenjang yang sekarang. Coba kalo Indonesia kek Suriah, ga mungkin seleha leha ini"
